"","ConfirmedSppNames","Species","Category","Use","Group","Location","Authors","Title","Journal","Volume","Pages","GBIFrecswithconfirmendnames"
"574","Mareya micrantha","Mareya micrantha","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",113
"575","Mareya micrantha","Mareya spicata","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Asase, A., & Asafo-Agyei, T. (2011)","Plants used for treatment of malaria in communities around the Bobiri forest reserve in Ghana","Journal of herbs, spices & medicinal plants ","17(2)","85-120",113
"576","Gymnosporia senegalensis","Maytenus senegalensis","Energy","used as fuel wood for cooking","Fuel","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",64
"577","Gymnosporia senegalensis","Maytenus senegalensis","Social","used for carving stools","Artefacts","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",64
"578","Gymnosporia senegalensis","Maytenus senegalensis","Health care","treating prostate cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",64
"579","Microdesmis puberula","Microdesmis puberula","Health care","treating breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",125
"580","Microdesmis puberula","Microdesmis puberula","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",125
"581","Milicia excelsa","Milicia excelsa","Health care","treating headaches","Medicine: Somatic pains","Brong-Ahafo Region","Addo-Fordjour, P., Belford, E. J. D., & Akonnor, D. (2013)","Diversity and conservation of medicinal plants in the Bomaa community of the Brong Ahafo region, Ghana","Journal of medicinal plants research","2(9)","226-233",71
"582","Milicia excelsa","Milicia excelsa","Health care","treating wounds","Medicine: Wound healing","Volta Region","Barku, V. Y., Opoku-Boahen, Y., & Dali, G. A. (2015)","Ethnobotanical study of wound healing plants in Kpando Traditional Area, Ghana","International Journal of Phytomedicine","6(4)","564-572",71
"583","Milicia excelsa","Milicia excelsa","Health care","treating skin and prostate cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",71
"584","Milicia regia","Milicia regia","Health care","treating lung, skin, stomach, throat and heart cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",56
"585","Mimosa pudica","Mimosa pudica","Health care","treating breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",20
"586","Mitracarpus hirtus","Mitracarpus villosus","Health care","treating dermatitis","Medicine: Infectious diseases","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",93
"587","Mitracarpus hirtus","Mitracarpus villosus","Health care","treating wound leprosy","Medicine: Wound healing","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",93
"588","Mitracarpus hirtus","Mitracarpus villosus","Health care","treating wounds and infections","Medicine: Wound healing","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-117",93
"589","Mitragyna inermis","Mitragyna inermis","Health care","treating malaria","Medicine: Malaria","Upper West Region","Asase, A., Oteng-Yeboah, A. A., Odamtten, G. T., & Simmonds, M. S. (2005)","Ethnobotanical study of some Ghanaian anti-malarial plants","Journal of Ethnopharmacology","99(2)","273-279",84
"590","Mitragyna inermis","Mitragyna inermis","Health care","treating malaria","Medicine: Malaria","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",84
"591","Mitragyna inermis","Mitragyna inermis","Energy","used as fuel wood for cooking","Fuel","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",84
"592","Mitragyna inermis","Mitragyna inermis","Construction","used for roofing buildings","Building materials","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",84
"593","Mitragyna inermis","Mitragyna inermis","Social","used for carving stools","Artefacts","Upper West Region","Asase, A., & Oteng-Yeboah, A. A. (2012)","Plants used in Wechiau Community Hippopotamus Sanctuary in Northwest Ghana","Ethnobotany Research and Applications","10","605-618",84
"594","Mitragyna inermis","Mitragyna inermis","Health care","treating diabetes mellitus","Medicine: Diabetes","Greater Accra Region","Asase, A., & Yohonu, D. T. (2016)","Ethnobotanical study of herbal medicines for management of diabetes mellitus in Dangme west district of Southern Ghana.","Journal of Herbal Medicine","6(4)","204-209",84
"595","Mitragyna inermis","Mitragyna inermis","Agriculture","used for preserving food","Post-harvest protectant","Northern, Upper East and Upper West Regions","Belmain, S. R., Neal, G. E., Ray, D. E., & Golob, P. (2001)","Insecticidal and vertebrate toxicity associated with ethnobotanicals used as post-harvest protectants in Ghana","Food and Chemical Toxicology","39(3)","287-291",84
"596","Mitragyna inermis","Mitragyna inermis","Agriculture","protecting stored products","Post-harvest protectants","Northern, Upper East and Upper West Regions","Belmain, S., & Stevenson, P. (2001)","Ethnobotanicals in Ghana: reviving and modernising age-old farmer practice","Pesticide outlook","12(6)","233-238",84
"597","Momordica angustisepala","Momordica angustisepala","Health care","treating skin cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",15
"598","Momordica charantia","Momordica charantia","Health care","treating typhoid","Medicine: Fever","Greater Accra Region","Asase, A., & Kadera, M. L. (2014)","Herbal medicines for child healthcare from Ghana","Journal of Herbal Medicine","4(1)","24-36",59
"599","Momordica charantia","Momordica charantia","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Komlaga, G., Agyare, C., Dickson, R. A., Mensah, M. L. K., Annan, K., Loiseau, P. M., & Champy, P. (2015)","Medicinal plants and finished marketed herbal products used in the treatment of malaria in the Ashanti region, Ghana","Journal of ethnopharmacology","172","333-346",59
"600","Momordica charantia","Momordica charantia","Health care","treating malaria","Medicine: Malaria","Ashanti Region","Asase, A., & Asafo-Agyei, T. (2011)","Plants used for treatment of malaria in communities around the Bobiri forest reserve in Ghana","Journal of herbs, spices & medicinal plants ","17(2)","85-119",59
"601","Momordica charantia","Momordica charantia","Health care","treating measles","Medicine: Infectious diseases","Eastern Region","Pesewu, G. A., Cutler, R. R., & Humber, D. P. (2008)","Antibacterial activity of plants used in traditional medicines of Ghana with particular reference to MRSA.","Journal of ethnopharmacology","116(1)","102-111",59
"602","Momordica charantia","Momordica charantia","Health care","treating diabetes mellitus","Medicine: Diabetes","Greater Accra Region","Asase, A., & Yohonu, D. T. (2016)","Ethnobotanical study of herbal medicines for management of diabetes mellitus in Dangme west district of Southern Ghana.","Journal of Herbal Medicine","6(4)","204-209",59
"603","Momordica charantia","Momordica charantia","Health care","treating diabetes","Medicine: Diabetes","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",59
"604","Momordica charantia","Momordica charantia","Health care","treating snake bites","Medicine: Edema","Greater Accra Region","Boadu, A. A., & Asase, A. (2017)","Documentation of herbal medicines used for the treatment and Management of Human Diseases by some communities in southern Ghana","Evidence-Based Complementary and Alternative Medicine","","2017",59
"605","Momordica charantia","Momordica charantia","Culture","used for rituals","Cultural purposes","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",59
"606","Momordica charantia","Momordica charantia","Health care","for treating fever","Medicine: Fever","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",59
"607","Momordica charantia","Momordica charantia","Health care","for treating measles","Medicine: Infectious diseases","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",59
"608","Momordica charantia","Momordica charantia","Health care","used to induce abortion","Medicine: Maternal and Child care","Greater Accra, Ashanti,Northern,Central, Eastern Regions","Van Andel, T., Myren, B., & Van Onselen, S. (2012)","Ghana's herbal market","Journal of Ethnopharmacology","140(2)","368-378",59
"609","Momordica charantia","Momordica charantia","Health care","treating stomach, skin, cervical and breast cancer","Medicine: Cancer","Ashanti Region","Agyare, C., Spiegler, V., Asase, A., Scholz, M., Hempel, G., & Hensel, A. (2018) ","An ethnopharmacological survey of medicinal plants traditionally used for cancer treatment in the Ashanti region, Ghana","Journal of ethnopharmacology","212","137-152",59
"610","Monodora myristica","Monodora myristica","Health care","treating stomach aches","Medicine: Somatic pains","Brong-Ahafo Region","Addo-Fordjour, P., Belford, E. J. D., & Akonnor, D. (2013)","Diversity and conservation of medicinal plants in the Bomaa community of the Brong Ahafo region, Ghana","Journal of medicinal plants research","2(9)","226-233",106
"611","Monodora myristica","Monodora myristica","Health care","treating candidiasis","Medicine: Infectious diseases","Brong-Ahafo Region","Addo-Fordjour, P., Belford, E. J. D., & Akonnor, D. (2013)","Diversity and conservation of medicinal plants in the Bomaa community of the Brong Ahafo region, Ghana","Journal of medicinal plants research","2(9)","226-233",106
"612","Monodora myristica","Monodora myristica","Food and nutrition","used as as spices","Food","All regions in Ghana","Freiesleben, S. H., Soelberg, J., & Jäger, A. K. (2015)","Medicinal plants used as excipients in the history in Ghanaian herbal medicine","Journal of ethnopharmacology","174","561-568",106
"613","Monodora myristica","Monodora myristica","Health care","used as excipients","Medicine","All regions in Ghana","Freiesleben, S. H., Soelberg, J., & Jäger, A. K. (2015)","Medicinal plants used as excipients in the history in Ghanaian herbal medicine","Journal of ethnopharmacology","174","561-568",106
